gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
ATP6V1A,P38606,V-type proton ATPase catalytic subunit A,PE,cytosol,-1.785328739,22.94244814,2.27e-11,no hit
ANXA4,P09525,Annexin A4,PE,cytosol,-1.777082358,21.76938757,2.31e-11,no hit
CSK,P41240,Tyrosine-protein kinase CSK,PE,cytosol,-1.673122098,18.87840034,2.31e-11,no hit
UROD,P06132,Uroporphyrinogen decarboxylase,PE,cytosol,-1.38187093,20.98028725,2.32e-11,no hit
TKFC,Q3LXA3,Triokinase/FMN cyclase,PE,cytosol,-1.789000064,21.55078302,2.35e-11,no hit
NCAPH,Q15003,Condensin complex subunit 2,PE,cytosol,-1.813756419,20.2568594,2.36e-11,no hit
NLN,Q9BYT8,"Neurolysin, mitochondrial",PE,cytosol,-1.536664857,20.41860356,2.39e-11,no hit
NQO1,P15559,NAD(P)H dehydrogenase [quinone] 1,PE,cytosol,-1.849973394,22.53089081,2.4e-11,no hit
EPRS1,P07814,Bifunctional glutamate/proline--tRNA ligase,PE,cytosol,-1.429311603,25.80835065,2.41e-11,no hit
WDR1,O75083,WD repeat-containing protein 1,PE,cytosol,-1.64608418,23.50990031,2.41e-11,no hit
PYGL,P06737,"Glycogen phosphorylase, liver form",PE,cytosol,-1.417901895,19.38726732,2.42e-11,no hit
PSMG1,O95456,Proteasome assembly chaperone 1,PE,cytosol,-1.605245528,21.01101562,2.47e-11,no hit
EIF3M,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,PE,cytosol,-1.480613195,20.74584108,2.52e-11,no hit
FLNB,O75369,Filamin-B,PE,cytosol,-1.430565604,24.9137214,2.55e-11,no hit
PSMG3,Q9BT73,Proteasome assembly chaperone 3,PE,cytosol,-1.688434072,19.75359399,2.61e-11,no hit
TTC1,Q99614,Tetratricopeptide repeat protein 1,PE,cytosol,-1.329079563,19.82716623,2.62e-11,no hit
ARPC5,O15511,Actin-related protein 2/3 complex subunit 5,PE,cytosol,-2.082574498,19.07245059,2.64e-11,no hit
NOSIP,Q9Y314,Nitric oxide synthase-interacting protein,PE,cytosol,-1.91004367,19.74375596,2.66e-11,no hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,PE,cytosol,-1.923929328,19.00860713,2.72e-11,no hit
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,PE,cytosol,-1.538641746,23.90634226,2.82e-11,no hit
EIF4E,P06730,Eukaryotic translation initiation factor 4E,PE,cytosol,-1.316812109,21.22848714,2.82e-11,no hit
NAA10,P41227,N-alpha-acetyltransferase 10,PE,cytosol,-1.745052106,19.23615306,2.83e-11,no hit
CTPS2,Q9NRF8,CTP synthase 2,PE,cytosol,-1.487596754,18.77805798,2.89e-11,no hit
NIT2,Q9NQR4,Omega-amidase NIT2,PE,cytosol,-1.790007049,22.31363765,2.94e-11,no hit
OXSR1,O95747,Serine/threonine-protein kinase OSR1,PE,cytosol,-2.463515807,19.00920279,3.05e-11,no hit
AP3D1,O14617,AP-3 complex subunit delta-1,PE,cytosol,-1.989292408,19.97787639,3.05e-11,no hit
CACYBP,Q9HB71,Calcyclin-binding protein,PE,cytosol,-2.798685285,22.36783632,3.08e-11,no hit
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1,PE,cytosol,-1.827225239,21.94049946,3.13e-11,no hit
PBK,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase,PE,cytosol,-1.573940824,21.4877025,3.26e-11,no hit
KIFBP,Q96EK5,KIF-binding protein,PE,cytosol,-1.324998207,22.09263003,3.27e-11,no hit
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",PE,cytosol,-2.067309705,23.41830237,3.31e-11,no hit
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47,PE,cytosol,-1.776750288,21.08411167,3.41e-11,no hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,PE,cytosol,-1.863710938,20.13021501,3.41e-11,no hit
GSR,P00390,"Glutathione reductase, mitochondrial",PE,cytosol,-1.769510265,22.09868093,3.45e-11,no hit
PPP2R1B,P30154,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PE,cytosol,-1.336388516,19.42439724,3.46e-11,no hit
EHD1,Q9H4M9,EH domain-containing protein 1,PE,cytosol,-1.671569169,18.15977946,3.49e-11,no hit
IPO4,Q8TEX9,Importin-4,PE,cytosol,-1.58573506,21.35072363,3.59e-11,no hit
OAS3,Q9Y6K5,2'-5'-oligoadenylate synthase 3,PE,cytosol,-1.345270338,19.56705085,3.6e-11,no hit
SBNO1,A3KN83,Protein strawberry notch homolog 1,PE,cytosol,-1.549373985,18.05698026,3.63e-11,no hit
RPS16,P62249,40S ribosomal protein S16,PE,cytosol,-1.468928001,24.69109235,3.64e-11,no hit
AP3B1,O00203,AP-3 complex subunit beta-1,PE,cytosol,-1.683883011,21.11806974,3.65e-11,no hit
CAB39,Q9Y376,Calcium-binding protein 39,PE,cytosol,-1.6476348,19.34617547,3.68e-11,no hit
RPL27A,P46776,60S ribosomal protein L27a,PE,cytosol,-1.866187702,22.02252534,3.69e-11,no hit
PAPSS1,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PE,cytosol,-1.895250498,19.88195201,3.7e-11,no hit
OGFR,Q9NZT2,Opioid growth factor receptor,PE,cytosol,-1.523029491,20.85171814,3.73e-11,no hit
SMC2,O95347,Structural maintenance of chromosomes protein 2,PE,cytosol,-1.607223355,22.84971199,3.8e-11,no hit
KNTC1,P50748,Kinetochore-associated protein 1,PE,cytosol,-1.576008342,20.70266401,3.81e-11,no hit
PRMT5,O14744,Protein arginine N-methyltransferase 5,PE,cytosol,-1.39178013,22.84696277,3.93e-11,no hit
PFAS,O15067,Phosphoribosylformylglycinamidine synthase,PE,cytosol,-1.445375088,24.09523519,3.96e-11,no hit
MYL6,P60660,Myosin light polypeptide 6,PE,cytosol,-1.512944973,22.21880687,4e-11,no hit
KIF11,P52732,Kinesin-like protein KIF11,PE,cytosol,-1.23883773,19.35601665,4.13e-11,no hit
EIF2D,P41214,Eukaryotic translation initiation factor 2D,PE,cytosol,-1.554163577,18.29330378,4.2e-11,no hit
ADK,P55263,Adenosine kinase,PE,cytosol,-1.769485378,22.53381178,4.22e-11,no hit
BABAM1,Q9NWV8,BRISC and BRCA1-A complex member 1,PE,cytosol,-1.477790316,17.89032856,4.27e-11,no hit
NEK9,Q8TD19,Serine/threonine-protein kinase Nek9,PE,cytosol,-1.926771661,16.39965192,4.31e-11,no hit
ZNF622,Q969S3,Cytoplasmic 60S subunit biogenesis factor ZNF622,PE,cytosol,-1.755044887,20.54099196,4.35e-11,no hit
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,PE,cytosol,-1.221773865,22.24140126,4.45e-11,no hit
CCT2,P78371,T-complex protein 1 subunit beta,PE,cytosol,-2.049941777,24.14410964,4.59e-11,no hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",PE,cytosol,-1.710959923,24.96656046,4.66e-11,no hit
FBXO3,Q9UK99,F-box only protein 3,PE,cytosol,-1.349864018,18.69759913,4.83e-11,no hit
CHMP5,Q9NZZ3,Charged multivesicular body protein 5,PE,cytosol,-2.1521469,16.65111597,4.91e-11,no hit
PSMC1,P62191,26S proteasome regulatory subunit 4,PE,cytosol,-1.530047611,23.58366821,4.93e-11,no hit
OTUD6B,Q8N6M0,Deubiquitinase OTUD6B,PE,cytosol,-1.614470389,18.43840661,4.94e-11,no hit
TUBA4A,P68366,Tubulin alpha-4A chain,PE,cytosol,-1.945911135,23.58030526,5e-11,no hit
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,PE,cytosol,-1.392179547,25.11294331,5.34e-11,no hit
XPO7,Q9UIA9,Exportin-7,PE,cytosol,-1.520090777,21.02685745,5.53e-11,no hit
TPMT,P51580,Thiopurine S-methyltransferase,PE,cytosol,-1.571458069,19.05091327,5.59e-11,no hit
RBX1,P62877,E3 ubiquitin-protein ligase RBX1,PE,cytosol,-1.631914983,19.11483515,5.63e-11,no hit
EZR,P15311,Ezrin,PE,cytosol,-1.79320868,24.09700748,5.64e-11,no hit
TOMM34,Q15785,Mitochondrial import receptor subunit TOM34,PE,cytosol,-2.397596248,20.02710182,5.66e-11,no hit
DSTN,P60981,Destrin,PE,cytosol,-1.668342417,21.45870258,5.67e-11,no hit
NUFIP2,Q7Z417,FMR1-interacting protein NUFIP2,PE,cytosol,-1.784742501,19.39326498,5.74e-11,no hit
LDHA,P00338,L-lactate dehydrogenase A chain,PE,cytosol,-2.1011143,25.02362748,5.81e-11,no hit
DHX57,Q6P158,Putative ATP-dependent RNA helicase DHX57,PE,cytosol,-1.236187835,19.61001541,5.85e-11,no hit
NTMT1,Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,PE,cytosol,-1.841447981,17.22946729,5.92e-11,no hit
GNAS,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,PE,cytosol,-1.219789114,19.80651029,5.93e-11,no hit
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",PE,cytosol,-1.54661565,24.13639044,6.27e-11,no hit
PLAA,Q9Y263,Phospholipase A-2-activating protein,PE,cytosol,-1.243449292,22.03960493,6.31e-11,no hit
MAT2B,Q9NZL9,Methionine adenosyltransferase 2 subunit beta,PE,cytosol,-1.611813986,21.31713059,6.32e-11,no hit
PRPF8,Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PE,cytosol,-1.048875102,20.73828705,6.33e-11,no hit
VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,PE,cytosol,-1.548118937,20.05793076,6.36e-11,no hit
CYRIB,Q9NUQ9,CYFIP-related Rac1 interactor B,PE,cytosol,-1.817757024,21.18604072,6.52e-11,no hit
SPR,P35270,Sepiapterin reductase,PE,cytosol,-1.541985224,22.14686359,6.54e-11,no hit
HMGB1,P09429,High mobility group protein B1,PE,cytosol,-2.688587671,23.81642809,6.82e-11,no hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,PE,cytosol,-1.838152932,24.19325187,6.98e-11,no hit
CBR1,P16152,Carbonyl reductase [NADPH] 1,PE,cytosol,-1.703193911,22.50043607,7.02e-11,no hit
AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,PE,cytosol,-2.510692595,23.2792299,7.08e-11,no hit
SNRPD3,P62318,Small nuclear ribonucleoprotein Sm D3,PE,cytosol,-1.248019382,19.96406068,7.11e-11,no hit
RPS14,P62263,40S ribosomal protein S14,PE,cytosol,-1.448409478,23.07935822,7.19e-11,no hit
PFN1,P07737,Profilin-1,PE,cytosol,-1.963081092,24.64063552,7.24e-11,no hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,PE,cytosol,-1.293335775,20.54387434,7.3e-11,no hit
MYH9,P35579,Myosin-9,PE,cytosol,-2.012230634,26.00726728,7.35e-11,no hit
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E,PE,cytosol,-1.341545513,22.92930468,7.48e-11,no hit
GSK3A,P49840,Glycogen synthase kinase-3 alpha,PE,cytosol,-1.583662772,19.84600632,7.6e-11,no hit
ATP6V1H,Q9UI12,V-type proton ATPase subunit H,PE,cytosol,-1.587055699,18.55904302,7.6e-11,no hit
IPO11,Q9UI26,Importin-11,PE,cytosol,-1.540392203,19.41029554,7.65e-11,no hit
CAPNS1,P04632,Calpain small subunit 1,PE,cytosol,-1.758034448,20.92541938,7.85e-11,no hit
NSUN2,Q08J23,RNA cytosine C(5)-methyltransferase NSUN2,PE,cytosol,-1.374170872,25.07153698,7.86e-11,no hit
RNH1,P13489,Ribonuclease inhibitor,PE,cytosol,-1.514682802,23.01134017,7.94e-11,no hit
TRIM47,Q96LD4,E3 ubiquitin-protein ligase TRIM47,PE,cytosol,-1.530343052,20.72903144,8.17e-11,no hit
RRM2,P31350,Ribonucleoside-diphosphate reductase subunit M2,PE,cytosol,-1.614362209,21.78965436,8.38e-11,no hit
RPL36,Q9Y3U8,60S ribosomal protein L36,PE,cytosol,-1.903138224,22.66096151,8.4e-11,no hit
HSPB1,P04792,Heat shock protein beta-1,PE,cytosol,-1.783104971,23.36768841,8.45e-11,no hit
IDH1,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,PE,cytosol,-1.692001097,24.06662287,8.45e-11,no hit
RPS6KA1,Q15418,Ribosomal protein S6 kinase alpha-1,PE,cytosol,-1.636841376,20.93102697,8.62e-11,no hit
BRAT1,Q6PJG6,BRCA1-associated ATM activator 1,PE,cytosol,-1.303036875,18.91906751,8.86e-11,no hit
ARAF,P10398,Serine/threonine-protein kinase A-Raf,PE,cytosol,-1.671407048,19.97188135,8.97e-11,no hit
ABCF2,Q9UG63,ATP-binding cassette sub-family F member 2,PE,cytosol,-1.34625089,21.21155763,9.08e-11,no hit
RPL36A,P83881,60S ribosomal protein L36a,PE,cytosol,-1.909740469,22.05501351,9.1e-11,no hit
GLRX3,O76003,Glutaredoxin-3,PE,cytosol,-1.699445523,22.74434532,9.23e-11,no hit
XRCC6,P12956,X-ray repair cross-complementing protein 6,PE,cytosol,-1.230621097,23.90415058,9.34e-11,no hit
HMGB2,P26583,High mobility group protein B2,PE,cytosol,-3.254878347,20.80028449,9.34e-11,no hit
PSMD5,Q16401,26S proteasome non-ATPase regulatory subunit 5,PE,cytosol,-1.370742033,21.97691093,9.38e-11,no hit
TPT1,P13693,Translationally-controlled tumor protein,PE,cytosol,-1.717908449,22.94401974,9.52e-11,no hit
TBCB,Q99426,Tubulin-folding cofactor B,PE,cytosol,-1.833565005,21.29991688,9.61e-11,no hit
RPLP0,P05388,60S acidic ribosomal protein P0,PE,cytosol,-1.574779238,23.53149718,9.73e-11,no hit
NAA50,Q9GZZ1,N-alpha-acetyltransferase 50,PE,cytosol,-1.632637569,21.28008343,9.79e-11,no hit
GDI1,P31150,Rab GDP dissociation inhibitor alpha,PE,cytosol,-1.495360755,21.22524807,9.84e-11,no hit
FSCN1,Q16658,Fascin,PE,cytosol,-2.169741553,24.15639172,1.03e-10,no hit
CDK4,P11802,Cyclin-dependent kinase 4,PE,cytosol,-1.627628962,20.57873206,1.03e-10,no hit
MAGED2,Q9UNF1,Melanoma-associated antigen D2,PE,cytosol,-1.391160245,22.54014676,1.03e-10,no hit
XRCC5,P13010,X-ray repair cross-complementing protein 5,PE,cytosol,-1.227133617,24.36896205,1.04e-10,no hit
PMM2,O15305,Phosphomannomutase 2,PE,cytosol,-1.814539362,22.83778413,1.05e-10,no hit
CDC37,Q16543,Hsp90 co-chaperone Cdc37,PE,cytosol,-1.421170378,23.88351381,1.07e-10,no hit
KARS1,Q15046,Lysine--tRNA ligase,PE,cytosol,-1.65132376,24.35379786,1.07e-10,no hit
CFAP20,Q9Y6A4,Cilia- and flagella-associated protein 20,PE,cytosol,-1.502884851,18.83884564,1.09e-10,no hit
HNRNPA1,P09651,Heterogeneous nuclear ribonucleoprotein A1,PE,cytosol,-1.483939839,22.72575237,1.1e-10,no hit
MAP7,Q14244,Ensconsin,PE,cytosol,-2.334139949,20.99332593,1.11e-10,no hit
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A,PE,cytosol,-1.898259101,24.57771058,1.14e-10,no hit
RPS20,P60866,40S ribosomal protein S20,PE,cytosol,-1.692523999,22.90349524,1.17e-10,no hit
GAMT,Q14353,Guanidinoacetate N-methyltransferase,PE,cytosol,-1.502886915,20.50233024,1.21e-10,no hit
IL18,Q14116,Interleukin-18,PE,cytosol,-1.819861906,21.37987846,1.22e-10,no hit
EIF2B3,Q9NR50,Translation initiation factor eIF-2B subunit gamma,PE,cytosol,-1.597361185,19.64571757,1.26e-10,no hit
MAP2K1,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,PE,cytosol,-1.792502401,20.34568753,1.28e-10,no hit
DARS1,P14868,"Aspartate--tRNA ligase, cytoplasmic",PE,cytosol,-1.381276884,23.05457048,1.28e-10,no hit
EIF3G,O75821,Eukaryotic translation initiation factor 3 subunit G,PE,cytosol,-2.174915115,22.50996824,1.28e-10,no hit
TRIM25,Q14258,E3 ubiquitin/ISG15 ligase TRIM25,PE,cytosol,-1.840500532,21.79727731,1.3100000000000001e-10,no hit
BTF3,P20290,Transcription factor BTF3,PE,cytosol,-1.379017057,20.19092466,1.3100000000000001e-10,no hit
MRTO4,Q9UKD2,mRNA turnover protein 4 homolog,PE,cytosol,-1.693053445,19.48293549,1.32e-10,no hit
VPS35,Q96QK1,Vacuolar protein sorting-associated protein 35,PE,cytosol,-1.729450027,21.86775007,1.37e-10,no hit
GSDME,O60443,Gasdermin-E,PE,cytosol,-1.809548646,20.73608724,1.38e-10,no hit
MAPK1,P28482,Mitogen-activated protein kinase 1,PE,cytosol,-1.65566621,22.54279948,1.38e-10,no hit
PRKAR1A,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PE,cytosol,-1.590893266,23.7916123,1.39e-10,no hit
ADRM1,Q16186,Proteasomal ubiquitin receptor ADRM1,PE,cytosol,-1.484488381,19.80714765,1.4e-10,no hit
LRRFIP1,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1,PE,cytosol,-2.432278833,20.25117827,1.44e-10,no hit
RAB11B,Q15907,Ras-related protein Rab-11B,PE,cytosol,-1.461957197,20.21309533,1.45e-10,no hit
COPS8,Q99627,COP9 signalosome complex subunit 8,PE,cytosol,-1.270030217,20.50171008,1.5e-10,no hit
RPL38,P63173,60S ribosomal protein L38,PE,cytosol,-2.818555286,20.92862185,1.54e-10,no hit
FLNA,P21333,Filamin-A,PE,cytosol,-1.668733812,25.21342285,1.55e-10,no hit
SPAG5,Q96R06,Sperm-associated antigen 5,PE,cytosol,-1.429563933,19.49192576,1.56e-10,no hit
CAPG,P40121,Macrophage-capping protein,PE,cytosol,-1.797177882,21.993522,1.57e-10,no hit
ATXN2L,Q8WWM7,Ataxin-2-like protein,PE,cytosol,-1.735725731,19.76289151,1.6e-10,no hit
PEPD,P12955,Xaa-Pro dipeptidase,PE,cytosol,-1.385141163,21.9065473,1.64e-10,no hit
UBE2O,Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,PE,cytosol,-1.416849131,22.4702651,1.7e-10,no hit
NME2,P22392,Nucleoside diphosphate kinase B,PE,cytosol,-2.337884566,24.03340207,1.71e-10,no hit
CIAPIN1,Q6FI81,Anamorsin,PE,cytosol,-1.8347837,21.12329769,1.77e-10,no hit
TRMT1,Q9NXH9,tRNA (guanine(26)-N(2))-dimethyltransferase,PE,cytosol,-1.156896101,22.19414677,1.78e-10,no hit
MON2,Q7Z3U7,Protein MON2 homolog,PE,cytosol,-1.39250703,18.63753393,1.78e-10,no hit
NANS,Q9NR45,Sialic acid synthase,PE,cytosol,-1.599570968,22.32167608,1.8e-10,no hit
PDLIM5,Q96HC4,PDZ and LIM domain protein 5,PE,cytosol,-1.531342791,19.66528935,1.83e-10,no hit
ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogenase,PE,cytosol,-1.516239132,22.9535188,1.96e-10,no hit
DTYMK,P23919,Thymidylate kinase,PE,cytosol,-1.618668414,21.84074735,1.97e-10,no hit
HERC4,Q5GLZ8,Probable E3 ubiquitin-protein ligase HERC4,PE,cytosol,-1.618760777,21.52521322,1.98e-10,no hit
MTR,Q99707,Methionine synthase,PE,cytosol,-1.365440536,18.70687849,1.98e-10,no hit
GART,P22102,Trifunctional purine biosynthetic protein adenosine-3,PE,cytosol,-1.841904931,23.99116124,1.99e-10,no hit
PAK2,Q13177,Serine/threonine-protein kinase PAK 2,PE,cytosol,-1.662588802,21.15969236,2.06e-10,no hit
EIF3C,Q99613,Eukaryotic translation initiation factor 3 subunit C,PE,cytosol,-1.379558978,24.20572685,2.07e-10,no hit
MAPKAPK3,Q16644,MAP kinase-activated protein kinase 3,PE,cytosol,-1.674816931,20.87372129,2.07e-10,no hit
CRKL,P46109,Crk-like protein,PE,cytosol,-1.519525553,18.84939195,2.09e-10,no hit
AP2M1,Q96CW1,AP-2 complex subunit mu,PE,cytosol,-1.288912896,19.14424188,2.12e-10,no hit
FXR1,P51114,RNA-binding protein FXR1,PE,cytosol,-1.336141731,19.5885831,2.14e-10,no hit
HSPH1,Q92598,Heat shock protein 105 kDa,PE,cytosol,-1.464390743,24.628934,2.15e-10,no hit
CCT4,P50991,T-complex protein 1 subunit delta,PE,cytosol,-1.885402045,24.15845114,2.15e-10,no hit
PCYT2,Q99447,Ethanolamine-phosphate cytidylyltransferase,PE,cytosol,-1.665890407,19.01133532,2.15e-10,no hit
BOLA2B,Q9H3K6,BolA-like protein 2,PE,cytosol,-1.786063719,21.07192826,2.16e-10,no hit
AAK1,Q2M2I8,AP2-associated protein kinase 1,PE,cytosol,-1.494356209,17.43178611,2.16e-10,no hit
HK2,P52789,Hexokinase-2,PE,cytosol,-1.21948147,22.74503825,2.17e-10,no hit
HSP90AB1,P08238,Heat shock protein HSP 90-beta,PE,cytosol,-1.563451162,26.918152,2.21e-10,no hit
XPO5,Q9HAV4,Exportin-5,PE,cytosol,-1.374114542,23.18789065,2.23e-10,no hit
BCCIP,Q9P287,BRCA2 and CDKN1A-interacting protein,PE,cytosol,-1.295083905,20.96961248,2.26e-10,no hit
ELP3,Q9H9T3,Elongator complex protein 3,PE,cytosol,-1.599545243,19.93194061,2.28e-10,no hit
STIP1,P31948,Stress-induced-phosphoprotein 1,PE,cytosol,-1.602749658,24.5307866,2.32e-10,no hit
PLIN3,O60664,Perilipin-3,PE,cytosol,-1.868902138,22.37318724,2.36e-10,no hit
PAFAH1B3,Q15102,Platelet-activating factor acetylhydrolase IB subunit alpha1,PE,cytosol,-1.50969852,20.81550345,2.49e-10,no hit
PRPF4,O43172,U4/U6 small nuclear ribonucleoprotein Prp4,PE,cytosol,-1.13956269,17.95309714,2.55e-10,no hit
GARS1,P41250,Glycine--tRNA ligase,PE,cytosol,-1.769910461,24.05563329,2.59e-10,no hit
TXNDC17,Q9BRA2,Thioredoxin domain-containing protein 17,PE,cytosol,-1.488281139,19.28562524,2.68e-10,no hit
RCC2,Q9P258,Protein RCC2,PE,cytosol,-1.659887122,22.05232516,2.69e-10,no hit
CAPN2,P17655,Calpain-2 catalytic subunit,PE,cytosol,-1.607687718,22.66871472,2.71e-10,no hit
SEC23A,Q15436,Protein transport protein Sec23A,PE,cytosol,-1.543498787,20.86722785,2.76e-10,no hit
STAMBP,O95630,STAM-binding protein,PE,cytosol,-1.363238515,18.06425583,2.8e-10,no hit
ABRAXAS2,Q15018,BRISC complex subunit Abraxas 2,PE,cytosol,-1.647472864,18.67645921,2.84e-10,no hit
TXLNG,Q9NUQ3,Gamma-taxilin,PE,cytosol,-1.570305771,20.01767582,2.87e-10,no hit
GPX4,P36969,Phospholipid hydroperoxide glutathione peroxidase,PE,cytosol,-1.481377401,19.16970162,2.89e-10,no hit
NUDT1,P36639,Oxidized purine nucleoside triphosphate hydrolase,PE,cytosol,-1.794074775,20.78208464,2.96e-10,no hit
EIF4G1,Q04637,Eukaryotic translation initiation factor 4 gamma 1,PE,cytosol,-1.346371936,24.33632205,3.17e-10,no hit
APIP,Q96GX9,Methylthioribulose-1-phosphate dehydratase,PE,cytosol,-1.319440439,17.91227976,3.18e-10,no hit
RPL3,P39023,60S ribosomal protein L3,PE,cytosol,-1.631520708,25.32031697,3.22e-10,no hit
DCTN1,Q14203,Dynactin subunit 1,PE,cytosol,-1.773492165,19.86053616,3.24e-10,no hit
CCT5,P48643,T-complex protein 1 subunit epsilon,PE,cytosol,-1.95838803,24.55239959,3.26e-10,no hit
CHEK2,O96017,Serine/threonine-protein kinase Chk2,PE,cytosol,-1.232354164,20.53513808,3.27e-10,no hit
GALE,Q14376,UDP-glucose 4-epimerase,PE,cytosol,-1.794960276,19.83036698,3.27e-10,no hit
KIF2A,O00139,Kinesin-like protein KIF2A,PE,cytosol,-1.215921081,20.25039762,3.34e-10,no hit
UBE2D3,P61077,Ubiquitin-conjugating enzyme E2 D3,PE,cytosol,-1.680431928,20.22437028,3.37e-10,no hit
METTL26,Q96S19,Methyltransferase-like 26,PE,cytosol,-1.414491483,16.98904826,3.39e-10,no hit
TYMS,P04818,Thymidylate synthase,PE,cytosol,-1.810974687,21.056607670000002,3.4e-10,no hit
RAB7A,P51149,Ras-related protein Rab-7a,PE,cytosol,-1.11357811,20.50366516,3.43e-10,no hit
ROCK2,O75116,Rho-associated protein kinase 2,PE,cytosol,-1.489170237,20.27422394,3.5e-10,no hit
RPS3,P23396,40S ribosomal protein S3,PE,cytosol,-1.524873912,24.88077255,3.52e-10,no hit
FARSA,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,PE,cytosol,-1.634959755,21.24661852,3.56e-10,no hit
RPL37,P61927,60S ribosomal protein L37,PE,cytosol,-1.769590218,22.34385757,3.61e-10,no hit
RUVBL2,Q9Y230,RuvB-like 2,PE,cytosol,-1.41026588,22.79261582,3.64e-10,no hit
SUPT5H,O00267,Transcription elongation factor SPT5,PE,cytosol,-1.236631347,21.13904178,3.66e-10,no hit
ME1,P48163,NADP-dependent malic enzyme,PE,cytosol,-1.470929536,20.47947946,3.84e-10,no hit
EEF1E1,O43324,Eukaryotic translation elongation factor 1 epsilon-1,PE,cytosol,-1.952618462,19.75605797,3.85e-10,no hit
NT5DC1,Q5TFE4,5'-nucleotidase domain-containing protein 1,PE,cytosol,-1.72034129,23.14497089,3.89e-10,no hit
PLA2G4A,P47712,Cytosolic phospholipase A2,PE,cytosol,-1.473272828,22.79940737,3.9e-10,no hit
BLMH,Q13867,Bleomycin hydrolase,PE,cytosol,-1.524911366,23.97621809,3.99e-10,no hit
IDE,P14735,Insulin-degrading enzyme,PE,cytosol,-1.288754164,23.54133659,4e-10,no hit
VCPIP1,Q96JH7,Deubiquitinating protein VCPIP1,PE,cytosol,-1.497497468,19.28665304,4.02e-10,no hit
EIF5B,O60841,Eukaryotic translation initiation factor 5B,PE,cytosol,-1.782598411,23.12724,4.04e-10,no hit
TRIP13,Q15645,Pachytene checkpoint protein 2 homolog,PE,cytosol,-1.891759832,23.13436267,4.11e-10,no hit
LUC7L2,Q9Y383,Putative RNA-binding protein Luc7-like 2,PE,cytosol,-1.38385236,22.26283993,4.31e-10,no hit
USO1,O60763,General vesicular transport factor p115,PE,cytosol,-1.116982084,22.38359064,4.32e-10,no hit
GMDS,O60547,"GDP-mannose 4,6 dehydratase",PE,cytosol,-1.463221548,21.62556684,4.34e-10,no hit
DDX6,P26196,Probable ATP-dependent RNA helicase DDX6,PE,cytosol,-1.14679444,22.53790785,4.37e-10,no hit
