"","gene_name","logFC","pvalue","hit_annotation","LipidProbe"
"2915","LMNB1",0.358091756,0.179821024,"no hit","1-10 FA"
"2916","IDH2",0.655653922,0.184425781,"no hit","1-10 FA"
"2917","FUBP1",-0.259667424,0.18443107,"no hit","1-10 FA"
"2918","VDAC2",0.614977648,0.184845713,"no hit","1-10 FA"
"2919","NAGA",0.450283834,0.185460952,"no hit","1-10 FA"
"2920","EIF4E",-0.314465495,0.185797481,"no hit","1-10 FA"
"2921","TGM3",1.24124698,0.187108495,"no hit","1-10 FA"
"2922","COPE",-0.290929942,0.189099859,"no hit","1-10 FA"
"2923","HYOU1",0.270751874,0.190027537,"no hit","1-10 FA"
"2924","CTSB",0.333428197,0.190250176,"no hit","1-10 FA"
"2925","GLRX3",-0.237214276,0.191198936,"no hit","1-10 FA"
"2926","AHCY",-0.247843849,0.193058408,"no hit","1-10 FA"
"2927","RAN",-0.24697037,0.19365146,"no hit","1-10 FA"
"2928","CCT2",-0.360776878,0.199160701,"no hit","1-10 FA"
"2929","ANXA1",1.018275821,0.199475675,"no hit","1-10 FA"
"2930","SET",-0.405394294,0.199560966,"no hit","1-10 FA"
"2931","GLB1",0.280523134,0.199775282,"no hit","1-10 FA"
"2932","XRCC5",-0.228238342,0.211311192,"no hit","1-10 FA"
"2933","PCBP1",-0.270969188,0.21205314,"no hit","1-10 FA"
"2934","MAT2A",-0.605183974,0.213030671,"no hit","1-10 FA"
"2935","PCBP2",-0.326222086,0.213982568,"no hit","1-10 FA"
"2936","ZYX",-0.225326489,0.214448895,"no hit","1-10 FA"
"2937","API5",-0.430087134,0.217086315,"no hit","1-10 FA"
"2938","TLN1",-0.336489023,0.222785802,"no hit","1-10 FA"
"2939","RACK1",-0.420805092,0.227324489,"no hit","1-10 FA"
"2940","YWHAZ",-0.306131567,0.230330991,"no hit","1-10 FA"
"2941","HEXB",0.539631752,0.232412565,"no hit","1-10 FA"
"2942","PDIA3",0.290815061,0.236527798,"no hit","1-10 FA"
"2943","GLOD4",-0.441833686,0.246380291,"no hit","1-10 FA"
"2944","COPZ1",-0.29278621,0.252261204,"no hit","1-10 FA"
"2945","DLST",0.508168498,0.252264702,"no hit","1-10 FA"
"2946","ARG1",1.455483685,0.253723973,"no hit","1-10 FA"
"2947","SMARCA5",0.338538248,0.253979339,"no hit","1-10 FA"
"2948","UBA6",-0.230639499,0.25792554,"no hit","1-10 FA"
"2949","PPM1G",-0.441944629,0.260947262,"no hit","1-10 FA"
"2950","RPS14",-0.323787456,0.261431596,"no hit","1-10 FA"
"2951","NAXE",-0.240279036,0.262255522,"no hit","1-10 FA"
"2952","GRB2",-0.251994103,0.262487911,"no hit","1-10 FA"
"2953","ATP5C1",0.336305704,0.263397056,"no hit","1-10 FA"
"2954","RPL9",-0.276080021,0.265274114,"no hit","1-10 FA"
"2955","NUDT5",-0.273908473,0.268465358,"no hit","1-10 FA"
"2956","HDGF",-0.402109549,0.273956669,"no hit","1-10 FA"
"2957","PRKCSH",0.466094482,0.277575935,"no hit","1-10 FA"
"2958","SOD2",0.280273415,0.279781212,"no hit","1-10 FA"
"2959","BUB3",-0.263209614,0.280110314,"no hit","1-10 FA"
"2960","YWHAE",-0.216737574,0.28096436,"no hit","1-10 FA"
"2961","MACF1",0.354911009,0.281678968,"no hit","1-10 FA"
"2962","PSMA5",-0.23039851,0.281824998,"no hit","1-10 FA"
"2963","ECI1",0.221306586,0.288107558,"no hit","1-10 FA"
"2964","OTUB1",-0.237218936,0.289530778,"no hit","1-10 FA"
"2965","VDAC1",0.219339417,0.289743073,"no hit","1-10 FA"
"2966","ACOX1",0.278738069,0.290623727,"no hit","1-10 FA"
"2967","EIF4A3",0.195198776,0.295028563,"no hit","1-10 FA"
"2968","EPRS",-0.316286886,0.296066643,"no hit","1-10 FA"
"2969","EFHD2",-0.417627637,0.30022476,"no hit","1-10 FA"
"2970","RPS12",-0.23121955,0.300749309,"no hit","1-10 FA"
"2971","CSDE1",-0.319556237,0.305504371,"no hit","1-10 FA"
"2972","PRKAR1A",-0.232771233,0.306191716,"no hit","1-10 FA"
"2973","HNRNPR",0.270513932,0.308332339,"no hit","1-10 FA"
"2974","UTRN",0.235251736,0.308596237,"no hit","1-10 FA"
"2975","IDH1",0.242826318,0.309998711,"no hit","1-10 FA"
"2976","FASN",-0.281677788,0.310268884,"no hit","1-10 FA"
"2977","SSB",-0.333661259,0.310530505,"no hit","1-10 FA"
"2978","MCM6",-0.230375208,0.318143322,"no hit","1-10 FA"
"2979","CNBP",-0.30978487,0.3198865,"no hit","1-10 FA"
"2980","UQCRC1",0.303769266,0.320045563,"no hit","1-10 FA"
"2981","FKBP9",0.302252229,0.326733768,"no hit","1-10 FA"
"2982","DDX18",0.237798556,0.327522278,"no hit","1-10 FA"
"2983","GDI1",-0.257497265,0.328257777,"no hit","1-10 FA"
"2984","HSP90B1",0.312553274,0.328771809,"no hit","1-10 FA"
"2985","ILF2",0.180447419,0.329486873,"no hit","1-10 FA"
"2986","CCT8",-0.426639979,0.331173912,"no hit","1-10 FA"
"2987","EIF3L",-0.191235496,0.332631729,"no hit","1-10 FA"
"2988","GBE1",-0.331778262,0.334160645,"no hit","1-10 FA"
"2989","SYNCRIP",0.448155002,0.335616202,"no hit","1-10 FA"
"2990","H1F0",0.350663716,0.33618113,"no hit","1-10 FA"
"2991","DHX9",0.168943158,0.336695863,"no hit","1-10 FA"
"2992","PRMT1",-0.218315558,0.336876182,"no hit","1-10 FA"
"2993","RPLP1",-0.365426618,0.337563288,"no hit","1-10 FA"
"2994","TIMM44",0.230254456,0.338803373,"no hit","1-10 FA"
"2995","STRAP",-0.226820754,0.339281819,"no hit","1-10 FA"
"2996","APEH",-0.347522845,0.339706488,"no hit","1-10 FA"
"2997","JUP",0.870314733,0.343293483,"no hit","1-10 FA"
"2998","NPEPPS",-0.244068056,0.344506308,"no hit","1-10 FA"
"2999","FKBP4",-0.250727719,0.345336118,"no hit","1-10 FA"
"3000","IPO7",-0.244171289,0.346070673,"no hit","1-10 FA"
"3001","HK2",0.297710937,0.347417433,"no hit","1-10 FA"
"3002","HNRNPK",-0.172382908,0.348886261,"no hit","1-10 FA"
"3003","AIFM1",0.168101158,0.349288993,"no hit","1-10 FA"
"3004","RPL6",0.275333949,0.351609934,"no hit","1-10 FA"
"3005","HEXA",0.749057285,0.351723874,"no hit","1-10 FA"
"3006","CCT6A",-0.289066497,0.351973653,"no hit","1-10 FA"
"3007","PDIA4",0.242378424,0.35536641,"no hit","1-10 FA"
"3008","TXNDC5",0.156088602,0.358059348,"no hit","1-10 FA"
"3009","PRDX6",-0.689139748,0.360430061,"no hit","1-10 FA"
"3010","RPL23",-0.480869597,0.36202037,"no hit","1-10 FA"
"3011","RPL5",-0.281108496,0.362924355,"no hit","1-10 FA"
"3012","PRDX3",0.228036684,0.365668968,"no hit","1-10 FA"
"3013","TOP1",0.198645523,0.368587756,"no hit","1-10 FA"
"3014","ACAA2",-0.329094355,0.369133272,"no hit","1-10 FA"
"3015","ADH5",-0.157430306,0.371930699,"no hit","1-10 FA"
"3016","GAA",0.318645846,0.373146647,"no hit","1-10 FA"
"3017","PDHB",-0.213916277,0.375019225,"no hit","1-10 FA"
"3018","CALR",0.768540713,0.376329858,"no hit","1-10 FA"
"3019","RPS25",-0.247676665,0.376635617,"no hit","1-10 FA"
"3020","SNRPA",0.335590124,0.378497927,"no hit","1-10 FA"
"3021","NUP214",0.190005616,0.379555625,"no hit","1-10 FA"
"3022","EEF1B2",-0.175356319,0.380531377,"no hit","1-10 FA"
"3023","KHDRBS1",-0.272567917,0.38686486,"no hit","1-10 FA"
"3024","A2M",0.281521234,0.391157797,"no hit","1-10 FA"
"3025","OAT",0.213903123,0.391409777,"no hit","1-10 FA"
"3026","CTSZ",0.342735679,0.394332887,"no hit","1-10 FA"
"3027","BPNT1",-0.171500652,0.395351846,"no hit","1-10 FA"
"3028","LMNB2",0.210121251,0.395520245,"no hit","1-10 FA"
"3029","HIST1H1B",0.530158042,0.397727569,"no hit","1-10 FA"
"3030","PLD3",0.427905915,0.397824593,"no hit","1-10 FA"
"3031","ILF3",0.278710367,0.398854993,"no hit","1-10 FA"
"3032","ME2",0.300296368,0.399589716,"no hit","1-10 FA"
"3033","ANP32E",-0.470390105,0.400125244,"no hit","1-10 FA"
"3034","HNRNPA0",-0.21419842,0.400540572,"no hit","1-10 FA"
"3035","TARDBP",-0.163275685,0.401019658,"no hit","1-10 FA"
"3036","DSP",0.890039026,0.404430579,"no hit","1-10 FA"
"3037","CCT4",-0.257734674,0.404944654,"no hit","1-10 FA"
"3038","PGM2",-0.278074457,0.407237693,"no hit","1-10 FA"
"3039","KARS",-0.285643071,0.408979894,"no hit","1-10 FA"
"3040","RNH1",-0.343797599,0.413757094,"no hit","1-10 FA"
"3041","S100A10",0.354835375,0.415449303,"no hit","1-10 FA"
"3042","TNPO1",-0.217614641,0.418358321,"no hit","1-10 FA"
"3043","XP32",0.314056548,0.418857326,"no hit","1-10 FA"
"3044","DSG1",0.710495558,0.419087621,"no hit","1-10 FA"
"3045","LSM6",-0.192865014,0.423309528,"no hit","1-10 FA"
"3046","KHSRP",-0.178536098,0.423899849,"no hit","1-10 FA"
"3047","PSMA3",-0.169638887,0.426479945,"no hit","1-10 FA"
"3048","TPR",0.248071073,0.430781619,"no hit","1-10 FA"
"3049","HSP90AA1",-0.245418864,0.435429477,"no hit","1-10 FA"
"3050","IDE",0.624872833,0.437702823,"no hit","1-10 FA"
"3051","FDPS",-0.272233352,0.439583286,"no hit","1-10 FA"
"3052","SGTA",-0.131395019,0.43973259,"no hit","1-10 FA"
"3053","NSF",-0.178140002,0.446719391,"no hit","1-10 FA"
"3054","PDIA6",0.236923412,0.447534588,"no hit","1-10 FA"
"3055","P4HB",0.261258865,0.450612925,"no hit","1-10 FA"
"3056","PSMA6",-0.131770691,0.451562758,"no hit","1-10 FA"
"3057","COPA",-0.196194902,0.458881959,"no hit","1-10 FA"
"3058","S100A6",-0.231902007,0.463276169,"no hit","1-10 FA"
"3059","TSFM",-0.168453643,0.463495311,"no hit","1-10 FA"
"3060","EPS15L1",-0.115065687,0.465710039,"no hit","1-10 FA"
"3061","FH",-0.154493333,0.468186279,"no hit","1-10 FA"
"3062","CHERP",0.24305781,0.468545162,"no hit","1-10 FA"
"3063","GSR",0.21667568,0.469145067,"no hit","1-10 FA"
"3064","GOLIM4",0.225408004,0.470331296,"no hit","1-10 FA"
"3065","CAT",0.145029594,0.479392136,"no hit","1-10 FA"
"3066","ANXA5",0.176959901,0.480836875,"no hit","1-10 FA"
"3067","HSD17B4",0.205559209,0.481195763,"no hit","1-10 FA"
"3068","PPIB",0.203446608,0.483803431,"no hit","1-10 FA"
"3069","PARP1",-0.135470531,0.483842235,"no hit","1-10 FA"
"3070","PGAM1",-0.178023377,0.484189794,"no hit","1-10 FA"
"3071","LMNA",0.367356566,0.484694192,"no hit","1-10 FA"
"3072","SF3A1",0.152417559,0.485406231,"no hit","1-10 FA"
"3073","GOLGA2",0.145945851,0.488088767,"no hit","1-10 FA"
"3074","RPS5",-0.306551599,0.490267373,"no hit","1-10 FA"
"3075","ERAP1",0.215762851,0.493603825,"no hit","1-10 FA"
"3076","NCBP1",-0.162735964,0.494184827,"no hit","1-10 FA"
"3077","RBM8A",0.213898989,0.497654864,"no hit","1-10 FA"
"3078","TRNT1",0.195454429,0.498134906,"no hit","1-10 FA"
"3079","TARS",-0.12424337,0.499000137,"no hit","1-10 FA"
"3080","LIMA1",-0.144623275,0.501706134,"no hit","1-10 FA"
"3081","AHNAK",0.223823196,0.502203782,"no hit","1-10 FA"
"3082","SQRDL",0.303654441,0.503756004,"no hit","1-10 FA"
"3083","PHGDH",-0.345563348,0.504832288,"no hit","1-10 FA"
"3084","CBX3",0.145891503,0.505316262,"no hit","1-10 FA"
"3085","RAB14",0.245587602,0.50625128,"no hit","1-10 FA"
"3086","PKP1",0.732257438,0.515365859,"no hit","1-10 FA"
"3087","YLPM1",-0.219669721,0.522197073,"no hit","1-10 FA"
"3088","ANP32A",-0.35564918,0.522893717,"no hit","1-10 FA"
"3089","BCAT2",0.129604559,0.523091537,"no hit","1-10 FA"
"3090","SF3A3",0.139553036,0.523279433,"no hit","1-10 FA"
"3091","PSMA1",-0.146877178,0.52419007,"no hit","1-10 FA"
"3092","DECR1",0.172657981,0.525956928,"no hit","1-10 FA"
"3093","ANP32B",-0.316913934,0.530750724,"no hit","1-10 FA"
"3094","SPTBN1",-0.572217108,0.533655131,"no hit","1-10 FA"
"3095","PRDX2",0.137013604,0.534978468,"no hit","1-10 FA"
"3096","TPM1",-0.230531277,0.536549514,"no hit","1-10 FA"
"3097","ASNS",-0.165840544,0.538063489,"no hit","1-10 FA"
"3098","RMDN3",0.108768617,0.538602919,"no hit","1-10 FA"
"3099","GANAB",-0.150551149,0.541996789,"no hit","1-10 FA"
"3100","PPP1R7",-0.116029776,0.54535248,"no hit","1-10 FA"
"3101","RPS19",-0.260557926,0.546724459,"no hit","1-10 FA"
"3102","GLUD1",0.259987353,0.55133815,"no hit","1-10 FA"
"3103","SUPT6H",-0.538879224,0.556203483,"no hit","1-10 FA"
"3104","PABPC1",0.18478531,0.557037994,"no hit","1-10 FA"
"3105","PPP2CB",-0.164709621,0.557325269,"no hit","1-10 FA"
"3106","RPL7A",-0.203862857,0.558308966,"no hit","1-10 FA"
"3107","FLNB",-0.132898251,0.563850174,"no hit","1-10 FA"
"3108","HNRNPUL2-BSCL2|HNRNPUL2",0.145988838,0.563947632,"no hit","1-10 FA"
"3109","AKR1A1",-0.119473218,0.565404027,"no hit","1-10 FA"
"3110","PRDX5",0.120484041,0.56930391,"no hit","1-10 FA"
"3111","HNRNPA2B1",-0.121527619,0.570031612,"no hit","1-10 FA"
"3112","GSTP1",-0.142772904,0.572395674,"no hit","1-10 FA"
"3113","RBBP4",0.126588939,0.574571801,"no hit","1-10 FA"
"3114","EIF3A",0.1391179,0.576284844,"no hit","1-10 FA"
"3115","CCT7",-0.184406894,0.576326865,"no hit","1-10 FA"
"3116","EWSR1",-0.130148814,0.57752298,"no hit","1-10 FA"
"3117","HADH",0.181369348,0.578173283,"no hit","1-10 FA"
"3118","ZNF90|RPS16",-0.175425882,0.57832874,"no hit","1-10 FA"
"3119","TRIM28",-0.128994846,0.578972152,"no hit","1-10 FA"
"3120","TXNL1",-0.11107935,0.581565212,"no hit","1-10 FA"
"3121","EEA1",0.253915205,0.581618867,"no hit","1-10 FA"
"3122","U2AF1L5|U2AF1",0.15856828,0.58183631,"no hit","1-10 FA"
"3123","HNRNPD",-0.230269942,0.581876831,"no hit","1-10 FA"
"3124","NUMA1",0.157467148,0.582601097,"no hit","1-10 FA"
"3125","MYL6",-0.151688093,0.584032635,"no hit","1-10 FA"
"3126","DDX17",-0.28477807,0.58432552,"no hit","1-10 FA"
"3127","TCP1",-0.198215844,0.584839435,"no hit","1-10 FA"
"3128","GTF2I",-0.150500225,0.584897817,"no hit","1-10 FA"
"3129","SPTAN1",-0.161355542,0.584958427,"no hit","1-10 FA"
"3130","TXN",0.172704404,0.58521316,"no hit","1-10 FA"
"3131","MIA3",0.142251865,0.586327892,"no hit","1-10 FA"
"3132","LAP3",-0.290164725,0.59017825,"no hit","1-10 FA"
"3133","DSC1",0.408956087,0.592438126,"no hit","1-10 FA"
"3134","COLGALT1",0.106867524,0.592745696,"no hit","1-10 FA"
"3135","TXNDC12",-0.403924769,0.592761458,"no hit","1-10 FA"
"3136","SRSF1",0.194894355,0.593427373,"no hit","1-10 FA"
"3137","ETFB",0.129408586,0.595120166,"no hit","1-10 FA"
"3138","DLD",-0.106741161,0.596529116,"no hit","1-10 FA"
"3139","TOP2B",0.21562821,0.596960671,"no hit","1-10 FA"
"3140","KPNB1",-0.10078753,0.599441054,"no hit","1-10 FA"
"3141","KPNA4",-0.19535875,0.602859972,"no hit","1-10 FA"
"3142","PKM",-0.200346978,0.605807017,"no hit","1-10 FA"
"3143","DNAJC3",0.143382606,0.607781485,"no hit","1-10 FA"
"3144","PEBP1",-0.142050455,0.618902215,"no hit","1-10 FA"
"3145","ECHS1",0.251036446,0.620333424,"no hit","1-10 FA"
"3146","CBX5",0.168804323,0.620615727,"no hit","1-10 FA"
"3147","ALDH9A1",0.138335141,0.620967968,"no hit","1-10 FA"
"3148","SND1",0.101194653,0.621147207,"no hit","1-10 FA"
"3149","AK2",0.110535026,0.621606642,"no hit","1-10 FA"
"3150","DLAT",0.231149874,0.624685351,"no hit","1-10 FA"
"3151","ACADM",-0.111614924,0.625902859,"no hit","1-10 FA"
"3152","ATXN2L",0.128756875,0.627433588,"no hit","1-10 FA"
"3153","PTPN1",-0.132816045,0.629715779,"no hit","1-10 FA"
"3154","RBM14",-0.232572939,0.629765835,"no hit","1-10 FA"
"3155","PLEC",0.101345412,0.634326657,"no hit","1-10 FA"
"3156","DPYSL2",-0.185040008,0.634856585,"no hit","1-10 FA"
"3157","RPLP2",-0.095121704,0.636065521,"no hit","1-10 FA"
"3158","TKT",0.096934216,0.636345215,"no hit","1-10 FA"
"3159","FUS",-0.253614195,0.63961324,"no hit","1-10 FA"
"3160","PA2G4",-0.107084241,0.647973753,"no hit","1-10 FA"
"3161","FN1",-0.296046599,0.648227385,"no hit","1-10 FA"
"3162","RCN1",-0.22879819,0.648483448,"no hit","1-10 FA"
"3163","ACTN1",-0.208628633,0.64974226,"no hit","1-10 FA"
"3164","RPL4",-0.125089975,0.652143745,"no hit","1-10 FA"
"3165","HMGN1",-0.098605286,0.652930861,"no hit","1-10 FA"
"3166","GFM1",-0.110951345,0.653606068,"no hit","1-10 FA"
"3167","XRN2",0.129237093,0.654244164,"no hit","1-10 FA"
"3168","SKP1",-0.091580733,0.654273037,"no hit","1-10 FA"
"3169","RPLP0",0.114819687,0.656806287,"no hit","1-10 FA"
"3170","HSPA9",0.12055067,0.657072054,"no hit","1-10 FA"
"3171","GARS",-0.137290053,0.657229705,"no hit","1-10 FA"
"3172","DHX15",0.139343577,0.657373554,"no hit","1-10 FA"
"3173","RANBP2",0.136895181,0.657886457,"no hit","1-10 FA"
"3174","ACO2",0.069053717,0.661098878,"no hit","1-10 FA"
"3175","HNRNPA1",-0.169133913,0.662283595,"no hit","1-10 FA"
"3176","VIM",0.33814174,0.662337726,"no hit","1-10 FA"
"3177","P3H1",0.175539676,0.663502889,"no hit","1-10 FA"
"3178","PRPF40A",0.326003751,0.664477657,"no hit","1-10 FA"
"3179","USO1",-0.081643501,0.664574371,"no hit","1-10 FA"
"3180","TPM4",-0.149008451,0.665278315,"no hit","1-10 FA"
"3181","RPL3",0.071148259,0.669323678,"no hit","1-10 FA"
"3182","SNRNP70",0.085123352,0.672069101,"no hit","1-10 FA"
"3183","HSPA8",-0.068418492,0.672790289,"no hit","1-10 FA"
"3184","ATP6V1A",0.187125665,0.673606211,"no hit","1-10 FA"
"3185","ERP44",0.11343322,0.673977259,"no hit","1-10 FA"
"3186","NAE1",0.13296006,0.675944662,"no hit","1-10 FA"
"3187","NUDT21",0.157780329,0.677718287,"no hit","1-10 FA"
"3188","PSMA4",-0.108223917,0.679190694,"no hit","1-10 FA"
"3189","PDCD6IP",-0.089384783,0.68271342,"no hit","1-10 FA"
"3190","UBB|UBC|RPS27A|UBA52",0.188049022,0.683904222,"no hit","1-10 FA"
"3191","PFAS",-0.128728502,0.684507712,"no hit","1-10 FA"
"3192","RPL17|RPL17-C18orf32",-0.242994202,0.687339061,"no hit","1-10 FA"
"3193","DDX39B",-0.138000758,0.691816394,"no hit","1-10 FA"
"3194","BCAT1",-0.100588709,0.692699222,"no hit","1-10 FA"
"3195","HNRNPM",-0.1490252,0.692936419,"no hit","1-10 FA"
"3196","CDC5L",0.094570922,0.693400278,"no hit","1-10 FA"
"3197","TXNRD1",-0.137133406,0.693928331,"no hit","1-10 FA"
"3198","SF3B2",0.071588142,0.694171359,"no hit","1-10 FA"
"3199","PSMD2",-0.098730221,0.696339804,"no hit","1-10 FA"
"3200","HADHA",0.166860692,0.697086979,"no hit","1-10 FA"
"3201","RRBP1",0.132785278,0.697337294,"no hit","1-10 FA"
"3202","TALDO1",-0.115025772,0.698763975,"no hit","1-10 FA"
"3203","SCP2",-0.170856857,0.700516959,"no hit","1-10 FA"
"3204","RBMX",-0.109803916,0.701461209,"no hit","1-10 FA"
"3205","RMDN1",0.066969463,0.702579996,"no hit","1-10 FA"
"3206","SNRNP200",0.173130747,0.704845538,"no hit","1-10 FA"
"3207","SERPINH1",-0.081185961,0.712321974,"no hit","1-10 FA"
"3208","GOT1",-0.119966793,0.715716126,"no hit","1-10 FA"
"3209","SRRT",0.0611396,0.717395907,"no hit","1-10 FA"
"3210","SSBP1",0.093890523,0.720716249,"no hit","1-10 FA"
"3211","SFPQ",0.113866689,0.72121456,"no hit","1-10 FA"
"3212","ARPC1B",-0.083638288,0.72165402,"no hit","1-10 FA"
"3213","PSMB2",0.092290457,0.722695204,"no hit","1-10 FA"
"3214","POLR2B",0.103645259,0.725254699,"no hit","1-10 FA"
"3215","GOLGB1",0.093496787,0.725366425,"no hit","1-10 FA"
"3216","SF3B3",0.15374136,0.725805816,"no hit","1-10 FA"
"3217","AP2B1",-0.079436757,0.726968989,"no hit","1-10 FA"
"3218","GRPEL1",-0.073577097,0.73131867,"no hit","1-10 FA"
"3219","TPP2",0.09826767,0.733599746,"no hit","1-10 FA"
"3220","PTMA",-0.11262427,0.735391744,"no hit","1-10 FA"
"3221","PDHA1",0.081218055,0.737225933,"no hit","1-10 FA"
"3222","MRE11A",0.129585728,0.737249625,"no hit","1-10 FA"
"3223","DCD",-0.150352649,0.737681622,"no hit","1-10 FA"
"3224","ACAT1",0.087537159,0.741205369,"no hit","1-10 FA"
"3225","ERP29",0.086581337,0.741306486,"no hit","1-10 FA"
"3226","ACLY",0.064064609,0.743925302,"no hit","1-10 FA"
"3227","PABPC4",0.133689585,0.745329673,"no hit","1-10 FA"
"3228","ERH",-0.068674126,0.745935155,"no hit","1-10 FA"
"3229","ARHGDIA",-0.052702255,0.749316318,"no hit","1-10 FA"
"3230","NCL",0.120992401,0.749491258,"no hit","1-10 FA"
"3231","XPNPEP1",-0.124634965,0.750720239,"no hit","1-10 FA"
"3232","ATP5B",0.363993467,0.751849032,"no hit","1-10 FA"
"3233","PYGL",-0.085258333,0.75199811,"no hit","1-10 FA"
"3234","PPP1R9B",0.097945676,0.753367424,"no hit","1-10 FA"
"3235","LONP1",-0.20526207,0.756647119,"no hit","1-10 FA"
"3236","ANXA4",0.194465028,0.760492418,"no hit","1-10 FA"
"3237","CRTAP",-0.164939504,0.761805119,"no hit","1-10 FA"
"3238","NARS",-0.09204399,0.763116999,"no hit","1-10 FA"
"3239","HNRNPUL1",0.062301605,0.768190813,"no hit","1-10 FA"
"3240","NOP58",0.083484014,0.769983525,"no hit","1-10 FA"
"3241","GPI",-0.088890937,0.771048352,"no hit","1-10 FA"
"3242","SNRPB|SNRPN",0.151205541,0.771162538,"no hit","1-10 FA"
"3243","NUP107",0.04828415,0.771495999,"no hit","1-10 FA"
"3244","U2SURP",0.057286873,0.774950739,"no hit","1-10 FA"
"3245","GSS",-0.057096292,0.776315961,"no hit","1-10 FA"
"3246","RPL18",-0.054640014,0.778609523,"no hit","1-10 FA"
"3247","LSM2",-0.068726139,0.778660145,"no hit","1-10 FA"
"3248","HNRNPL",0.050505472,0.779865435,"no hit","1-10 FA"
"3249","IDH3A",-0.359498349,0.780616014,"no hit","1-10 FA"
"3250","EIF3B",-0.085296646,0.783608855,"no hit","1-10 FA"
"3251","CLTC",0.113402875,0.785610237,"no hit","1-10 FA"
"3252","ALDH2",-0.072951754,0.786220073,"no hit","1-10 FA"
"3253","SARNP",0.066951485,0.786389603,"no hit","1-10 FA"
"3254","PITRM1",0.05484388,0.790957593,"no hit","1-10 FA"
"3255","ATP5A1",0.141641452,0.791101679,"no hit","1-10 FA"
"3256","HSPB1",-0.168537852,0.79206379,"no hit","1-10 FA"
"3257","RPL30",0.05190291,0.792755804,"no hit","1-10 FA"
"3258","TPI1",-0.060373418,0.793992383,"no hit","1-10 FA"
"3259","YBX1",-0.142739584,0.796536142,"no hit","1-10 FA"
"3260","NENF",0.124911166,0.804875637,"no hit","1-10 FA"
"3261","EXOSC10",-0.052190107,0.807359229,"no hit","1-10 FA"
"3262","TUFM",0.193363169,0.81025068,"no hit","1-10 FA"
"3263","SEC13",0.038117181,0.810487799,"no hit","1-10 FA"
"3264","RPS8",0.063401994,0.81150066,"no hit","1-10 FA"
"3265","ARPC2",-0.041035801,0.813387274,"no hit","1-10 FA"
"3266","RPS11",-0.107640901,0.813633834,"no hit","1-10 FA"
"3267","PML",0.073233844,0.814356879,"no hit","1-10 FA"
"3268","UGGT1",0.111977429,0.817400969,"no hit","1-10 FA"
"3269","PPA2",0.079716613,0.818902415,"no hit","1-10 FA"
"3270","ACTR3",-0.065715391,0.819615029,"no hit","1-10 FA"
"3271","SDF4",0.099514289,0.819831623,"no hit","1-10 FA"
"3272","PSMA7",0.056912554,0.821611096,"no hit","1-10 FA"
"3273","POR",0.1013817,0.822544089,"no hit","1-10 FA"
"3274","RAB5C",0.099387171,0.824956038,"no hit","1-10 FA"
"3275","PRPF19",-0.105230943,0.826461158,"no hit","1-10 FA"
"3276","EIF6",0.043722637,0.827422414,"no hit","1-10 FA"
"3277","USP7",-0.04480953,0.828986109,"no hit","1-10 FA"
"3278","CS",0.068898948,0.832857003,"no hit","1-10 FA"
"3279","PTBP1",-0.053131569,0.833302024,"no hit","1-10 FA"
"3280","P4HA1",-0.069602509,0.833828367,"no hit","1-10 FA"
"3281","PRDX4",-0.063244553,0.834275502,"no hit","1-10 FA"
"3282","NASP",-0.102045378,0.83648587,"no hit","1-10 FA"
"3283","CAPZA1",-0.050304965,0.837281058,"no hit","1-10 FA"
"3284","LRPPRC",0.097387992,0.837408533,"no hit","1-10 FA"
"3285","RPS2",-0.108622128,0.840006208,"no hit","1-10 FA"
"3286","RPL27A",0.050534009,0.844695242,"no hit","1-10 FA"
"3287","MAGOH|MAGOHB",-0.065096851,0.847039418,"no hit","1-10 FA"
"3288","ERO1A",0.053241893,0.850065172,"no hit","1-10 FA"
"3289","HNRNPU",-0.07623229,0.85799089,"no hit","1-10 FA"
"3290","CHD4",-0.07404754,0.859094681,"no hit","1-10 FA"
"3291","TOMM70",0.084488094,0.8611706,"no hit","1-10 FA"
"3292","DBN1",-0.071461282,0.864534741,"no hit","1-10 FA"
"3293","KIAA1429",-0.070553755,0.864998105,"no hit","1-10 FA"
"3294","MATR3",0.06148637,0.865118806,"no hit","1-10 FA"
"3295","CAPRIN1",0.055786703,0.866233142,"no hit","1-10 FA"
"3296","EPB41L2",0.077707412,0.866572113,"no hit","1-10 FA"
"3297","PCNA",-0.101990673,0.867299147,"no hit","1-10 FA"
